城市,GRP（单位：亿元）,AI百度指数,政策数量,科学技术支出（单位：万元）,教育支出（单位：万元）,年份,注销
随州市,852.18,29530,0,18694,231231,2016,0.0
随州市,935.72,40816,3,15033,246293,2017,0.0
随州市,1011.19,46502,4,15081,237716,2018,0.0
随州市,1162.0,42710,5,16210,243967,2019,0.0
随州市,1097.0,55870,10,21593,283737,2020,0.0
随州市,1241.0,39269,20,18222,269548,2021,9.0
随州市,1329.0,33828,23,26029,284596,2022,20.0
随州市,1331.0,48620,16,30100,328524,2023,40.0
雅安市,502.5788,34560,0,24489,177587,2015,0.0
雅安市,545.3272,43479,0,9423,173065,2016,0.0
雅安市,603.0,51155,0,15878,181412,2017,0.0
雅安市,646.1049,44273,5,15330,196974,2018,0.0
雅安市,724.0,42028,8,27921,215786,2019,4.0
雅安市,755.0,45396,11,29615,231299,2020,10.0
雅安市,841.0,29015,8,30645,238781,2021,45.0
雅安市,903.0,28204,9,24888,245322,2022,18.0
雅安市,1010.0,46750,7,14152,257279,2023,24.0
青岛市,9300.07,121638,0,285793,2340929,2015,0.0
青岛市,10011.29,132601,0,241427,2530205,2016,1.0
青岛市,11024.11,185589,1,385919,2538189,2017,4.0
青岛市,12001.52,217474,4,451472,2630041,2018,13.0
青岛市,11741.0,229852,15,668363,2750716,2019,26.0
青岛市,12401.0,188300,20,468514,2885546,2020,193.0
青岛市,14136.0,161921,24,513252,3088039,2021,585.0
青岛市,14921.0,161672,23,494822,3321126,2022,890.0
青岛市,15760.0,216711,27,427853,3335769,2023,1344.0
鞍山市,2336.9966,64113,0,23040,299048,2015,0.0
鞍山市,1461.9713,76669,0,11573,316868,2016,0.0
鞍山市,1613.1,80880,1,15463,348568,2017,0.0
鞍山市,1751.058,94746,2,9300,375045,2018,1.0
鞍山市,1745.0,88459,2,12357,405821,2019,5.0
鞍山市,1739.0,92204,4,11788,444295,2020,2.0
鞍山市,1888.0,80131,3,6619,382793,2021,19.0
鞍山市,1863.0,72176,4,6437,387060,2022,46.0
鞍山市,2012.0,83832,1,10118,375256,2023,66.0
韶关市,1149.9806,42249,0,53657,459055,2015,0.0
韶关市,1218.392,53693,0,48391,474054,2016,0.0
韶关市,1245.25830764672,71782,0,59884,511799,2017,0.0
韶关市,1343.911,76993,2,45974,567878,2018,1.0
韶关市,1318.0,72095,4,90824,588578,2019,3.0
韶关市,1353.0,75093,10,66409,601908,2020,8.0
韶关市,1554.0,63676,12,37364,618811,2021,15.0
韶关市,1564.0,60817,14,28979,619268,2022,31.0
韶关市,1621.0,80847,11,26088,640336,2023,62.0
马鞍山市,1365.3044,42550,0,66451,323886,2015,0.0
马鞍山市,1493.7617,50955,0,103014,311122,2016,0.0
马鞍山市,1710.09,71114,1,123050,333407,2017,0.0
马鞍山市,1918.1,69462,5,116137,372347,2018,1.0
马鞍山市,2111.0,67972,6,108798,373770,2019,1.0
马鞍山市,2187.0,69622,8,120287,384481,2020,8.0
马鞍山市,2439.0,63975,5,124911,400725,2021,30.0
马鞍山市,2521.0,59567,9,138429,423935,2022,37.0
马鞍山市,2591.0,81799,11,169931,461550,2023,73.0
驻马店市,1807.096,47817,0,33006,766573,2015,0.0
驻马店市,1972.9881,48942,0,42093,816584,2016,0.0
驻马店市,2175.04,65851,1,56795,925915,2017,0.0
驻马店市,2370.33,74844,2,61273,1034003,2018,0.0
驻马店市,2742.0,73450,5,71186,1165492,2019,1.0
驻马店市,2859.0,86411,7,181969,1189070,2020,3.0
驻马店市,3083.0,66871,9,193146,966121,2021,9.0
驻马店市,3257.0,71739,8,260669,1064176,2022,35.0
驻马店市,3097.0,85039,8,373992,1141113,2023,79.0
鸡西市,514.6868,24032,0,5423,158134,2015,0.0
鸡西市,518.3793,27297,0,5142,212576,2016,0.0
鸡西市,522.4615,31974,0,6681,183153,2017,0.0
鸡西市,535.1782,39306,1,4734,160099,2018,0.0
鸡西市,552.0,37049,1,5430,181102,2019,1.0
鸡西市,572.0,48577,1,15531,177848,2020,1.0
鸡西市,604.0,32415,1,11472,187852,2021,0.0
鸡西市,665.0,31239,1,12551,205627,2022,10.0
鸡西市,656.0,43300,1,13984,209444,2023,8.0
鹤壁市,717.2528,26867,0,10150,181553,2015,0.0
鹤壁市,771.7894,33217,0,12709,183212,2016,0.0
鹤壁市,827.65,46764,1,16940,195880,2017,0.0
鹤壁市,861.9013,64482,2,26432,221373,2018,0.0
鹤壁市,989.0,47211,5,35811,239313,2019,0.0
鹤壁市,981.0,56147,7,51971,257163,2020,2.0
鹤壁市,1065.0,39178,10,71950,255777,2021,13.0
鹤壁市,1107.0,43231,9,72017,288033,2022,42.0
鹤壁市,1033.0,61420,9,70619,289969,2023,52.0
鹤岗市,265.5736,17165,0,3787,127221,2015,0.0
鹤岗市,264.1031,24325,0,3458,134133,2016,0.0
鹤岗市,282.9148,25142,0,2427,134557,2017,0.0
鹤岗市,289.577,28977,1,3576,147066,2018,0.0
鹤岗市,336.0,24705,1,4927,143543,2019,0.0
鹤岗市,340.0,36908,1,2745,131921,2020,1.0
鹤岗市,354.0,18349,1,3717,132914,2021,0.0
鹤岗市,409.0,17234,1,4276,136907,2022,2.0
鹤岗市,384.0,27526,1,12511,138206,2023,15.0
鹰潭市,639.2614,15014,0,28968,179553,2015,0.0
鹰潭市,695.3489,27685,0,28610,185759,2016,0.0
鹰潭市,800.8,30391,1,52310,192836,2017,0.0
鹰潭市,818.9787,45169,2,58214,241778,2018,0.0
鹰潭市,941.0,37229,2,102705,267638,2019,0.0
鹰潭市,983.0,45723,1,73906,307206,2020,4.0
鹰潭市,1144.0,35657,2,70729,320960,2021,19.0
鹰潭市,1238.0,31784,3,74833,338198,2022,36.0
鹰潭市,1282.0,45579,5,90819,347428,2023,42.0
黄冈市,1589.24,43416,0,68115,834205,2015,0.0
黄冈市,1726.17,50957,0,78114,888591,2016,0.0
黄冈市,1921.83,72694,3,83742,943026,2017,0.0
黄冈市,2035.2,91512,4,94062,899889,2018,0.0
黄冈市,2323.0,83434,5,97139,923912,2019,2.0
黄冈市,2170.0,86639,10,105662,1007706,2020,4.0
黄冈市,2541.0,82541,20,86596,934297,2021,14.0
黄冈市,2748.0,75765,23,71115,986986,2022,40.0
黄冈市,2885.0,94726,16,112730,1127647,2023,94.0
黄山市,530.9,23465,0,36897,157823,2015,0.0
黄山市,576.8174,25482,0,39754,175953,2016,0.0
黄山市,611.32,41336,1,54102,186447,2017,1.0
黄山市,677.9143,45985,5,58540,200360,2018,0.0
黄山市,818.0,60144,7,60796,216771,2019,2.0
黄山市,850.0,66450,9,65260,225563,2020,0.0
黄山市,957.0,56409,6,68230,231219,2021,4.0
黄山市,1002.0,49698,9,54577,245631,2022,14.0
黄山市,1046.0,65910,11,37790,261919,2023,17.0
黄石市,1228.1,43644,0,24380,314446,2015,0.0
黄石市,1305.55,50277,0,40684,370432,2016,0.0
黄石市,1479.4,66191,3,31241,384682,2017,0.0
黄石市,1587.33,66814,4,47287,391720,2018,2.0
黄石市,1767.0,69818,5,48485,419319,2019,2.0
黄石市,1641.0,70184,10,59061,463231,2020,2.0
黄石市,1866.0,56655,20,67391,487081,2021,18.0
黄石市,2042.0,60050,23,78126,501331,2022,67.0
黄石市,2109.0,81728,16,92432,535675,2023,78.0
黑河市,447.8252,20375,0,11406,167741,2015,0.0
黑河市,470.8056,36201,0,6426,170002,2016,0.0
黑河市,488.8486,36306,0,5345,174911,2017,0.0
黑河市,505.1299,38124,1,5086,182009,2018,0.0
黑河市,579.0,32723,1,3840,198010,2019,1.0
黑河市,615.0,41006,1,5528,206986,2020,1.0
黑河市,637.0,24278,1,13758,219543,2021,2.0
黑河市,660.0,24586,1,5549,234538,2022,3.0
黑河市,661.0,38473,1,4177,228381,2023,18.0
齐齐哈尔市,1270.325,49069,0,21961,617430,2015,0.0
齐齐哈尔市,1325.311,63161,0,4490,654378,2016,0.0
齐齐哈尔市,1333.8422,68280,0,9390,658345,2017,0.0
齐齐哈尔市,1340.1571,76547,1,11429,589425,2018,0.0
齐齐哈尔市,1129.0,67916,1,13142,598905,2019,1.0
齐齐哈尔市,1200.0,70234,1,17092,593619,2020,3.0
齐齐哈尔市,1225.0,63486,1,27209,592670,2021,5.0
齐齐哈尔市,1318.0,58949,1,18760,619690,2022,15.0
齐齐哈尔市,1328.0,71013,1,27713,617773,2023,99.0
龙岩市,1738.4535,42808,0,57886,550361,2015,0.0
龙岩市,1895.667,53878,0,55758,550790,2016,0.0
龙岩市,2153.13,69748,2,84419,601554,2017,4.0
龙岩市,2393.2951,68377,9,89809,634350,2018,28.0
龙岩市,2679.0,62756,16,133880,687776,2019,27.0
龙岩市,2871.0,69280,16,88180,729745,2020,156.0
龙岩市,3082.0,54149,13,136333,768703,2021,172.0
龙岩市,3314.0,52915,10,138310,789243,2022,189.0
龙岩市,3318.0,70914,14,93238,807233,2023,169.0
